TT,Nhóm mẫu,Số hiệu,Họ,Loài,Tác giả,Tên việt,Nơi thu,Ngày thu,Long,Lat,CT,IUCN,SĐVN,KT,TP,LC/MN,Thông tin
84,Cá,E.57188,Lethrinidae,Lethrinus rubrioperculatus,"Sato, 1978",Cá Hè chấm má,Nam Yết,16.04.2021,10°11'06.5,114°21'48.5,1,,,1,1,,"Cá Hè chấm má
Spotcheek emperor

Đặc điểm:
D. X, 9; A. III, 8.
Chiều dài cơ thể lớn nhất được ghi nhận là 57 cm, thường bắt gặp với chiều dài trung bình khoảng 30 cm. Thân màu xanh lục xám hoặc nâu, lốm đốm các vệt đen nhỏ, môi đỏ, một đốm ở rìa trên nắp mang thường có màu đỏ. Các vây trắng nhạt hoặc phớt hồng. Chúng có thể chuyển sang kiểu hình cơ thể có dạng lốm đốm các vệt trắng hoặc xuất hiện một dải nâu dọc hai bên lườn
Sinh thái: Cá Hè chấm má thường sống gần các rạn san hô, trên nền đáy cát và đá vụn ở rìa ngoài các rạn san hô, độ sâu ghi nhận khoảng 10–198 m. Thức ăn của loài cá này thường là ngao, giáp xác, cá nhỏ, động vật không xương sống, ốcc sên, sao biển, động vật đáy, động vật phù du
Phân bố:
Thế giới: Vùng biển Đông Phi , miền nam Nhật Bản và Đài Loan , Quần đảo Marquesas , New Caledonia và nửa phía bắc của Australia,..
Việt Nam: Quần đảo Hoàng Sa, Trường Sa,.."
85,Cá,E.57189,Pomacentridae,Stegastes obreptus,"(Whitley, 1948)",Cá Thia,Nam Yết,16.04.2021,10°11'06.5,114°21'48.5,1,,,,,,"Cá Thia
Western gregory

Đặc điểm:
D. XIII, 14-16; A. II, 12-14;
Chiều dài thân chuẩn cá gấp 1,7 đến 2,2 lần chiều cao thân. Thân cá và các vây có màu nâu đen đến đen. Viền trước vây bụng và vây hậu môn có màu xanh đen. Môi màu nâu sẫm.
Sinh thái: Chúng thường sống xung quanh các rạn san hô chết hoặc những bãi đá ngầm, những khu vực ít sóng, ở độ sâu khoảng 2 – 10 m. Thức ăn của chúng là rong tảo và các loại động vật không xương sống (giun, giáp xác, ốc biển). Chúng có tập tính sinh sản theo cặp, trứng được đặt trong các hốc đá và được bảo vệ bởi cá đực.
Phân bố: 
Thế giới: Ấn Độ - Thái Bình Dương: Quần đảo Ryukyu, bao gồm Indo-Malayan Archipelago, Tây Úc ở phía bắc Quần đảo Abrolhos; phía đông dọc theo rìa phía bắc của Ấn Độ Dương đến Sri Lanka và Ấn Độ.
Việt Nam: Mẫu thu được ở vùng biển các đảo: Đá Nam, Nam Yết và Thuyền Chài"
86,Cá,E.57190,Serranidae,Epinephelus hexagonatus,"(Forster, 1801)",Cá Mú chấm sao,Nam Yết,16.04.2021,10°11'06.5,114°21'48.5,,,,1,1,,"Cá Mú chấm sao
Starspotted grouper

Đặc điểm: 
D. XI, 15-17; A. III, 8
Loài cá Mú chấm sao có chiều dài thân chuẩn cá gấp 2,8 - 3,5 chiều cao thân, bằng 2,5- 2,6 chiều dài đầu. Toàn thân cá được bao phủ bởi các đốm nâu đa giác (chủ yếu là hình lục giác) có xu hướng hợp nhất; có 4 hoặc 5 vết đen hình yên ngựa màu nâu nâu (hình thành bởi các nhóm đốm đậm hơn) trên phần lưng của thân và cuống đuôi. Các vây có các đốm nâu sẫm hoặc nâu đỏ; vây bụng và vây hậu môn có mép nâu nhạt.
Sinh thái: Cá trưởng thành sống xung quanh các rạn san hô và các bãi đá ngầm ở độ sâu dưới 30m; cá con sống ở vùng nước nông hơn. Thức ăn của cá Mú chấm sao là các loài cá nhỏ hơn, động vật thân mềm và động vật giáp xác
Phân bố: 
Thế giới: Ấn Độ Dương - Thái Bình Dương.
Việt Nam: Mẫu thu được ở vùng biển các đảo: Đá Nam, Nam Yết, Thuyền Chài."
87,Cá,E.57191,Serranidae,Epinephelus merra,"Bloch, 1793",Cá Mú chấm tổ ong,Nam Yết,16.04.2021,10°11'06.5,114°21'48.5,,,,1,1,1,"Cá Mú chấm tổ ong
Honeycomb grouper

Đặc điểm: Cá Mú
D. XI, 15-17; A. III, 8.
Cá Mú chấm tổ ong trưởng thành có chiều dài cơ thể lớn nhất là 60cm. Thân thuôn dài, hình bầu dục. Cơ thể cá trưởng thành có màu vàng nâu hoặc nâu xám với các chấm màu nâu sẫm hình tổ ong phủ khắp đầu và thân, và cả các vây, đôi khi các đốm dính vào nhau tạo thành các vệt dài. Đuôi bo tròn
Sinh thái: thường gặp trong các đầm phá san hô và các rạn san hô hướng ra khơi, độ sâu phân bố đến 50m. Thức ăn chủ yếu là cá và giáp xác.
Phân bố:
Thế giới: vùng biển Ấn Độ- Thái Bình Dương:  từ Nam Phi đến Polynesia (Pháp), không ghi nhận ở Biển Đỏ và vịnh Persian
Việt Nam: vùng rạn san hô ven bờ và các đảo từ Quảng Ninh đến Kiên Giang."
88,Cá,E.57192,Serranidae,Epinephelus spilotoceps,"Schultz, 1953",Cá Song chàm,Nam Yết,16.04.2021,10°11'06.5,114°21'48.5,,,,1,1,,"Cá Song chàm
Foursaddle grouper

Đặc điểm:
D. XI, 14-16; A. III, 8.
Cá Song chàm trưởng thành có chiều dài cơ thể lớn nhất được ghi nhận là 35 cm. Thân thuôn dài, hình bầu dục. Cơ thể cá trưởng thành có màu trắng ngà với các đốm màu nâu sẫm và đỏ nâu phủ khắp đầu và thân, được xếp theo mô hình tổ ong. Có 4 đốm đen lớn dọc theo lưng. Vây có các đốm đen. Đuôi bo tròn.
Sinh thái: Cá trưởng thành sống xung quanh các rạn san hô và các bãi đá ngầm ở độ sâu khoảng dưới 30m; cá con sống ở vùng nước nông hơn. Thức ăn của chúng là các loài cá nhỏ hơn, động vật thân mềm và động vật giáp xác
Phân bố:
Thế giới: Cá Song chàm có phạm vi phân bố rộng khắp Ấn Độ Dương và Tây Thái Bình Dương. Loài này được tìm thấy dọc theo bờ biển Đông Phi, từ Kenya đến Mozambique, bao gồm Madagascar và tất các hòn đảo, quần đảo nằm trong Ấn Độ Dương
Việt Nam: ghi nhận tại quần đảo Trường Sa (Khánh Hòa)"
89,Cá,E.57193,Holocentridae,Myripristis kuntee,"Valenciennes, 1831",Cá Sơn đá vằn mang,Nam Yết,16.04.2021,10°11'06.5,114°21'48.5,1,,,1,,1,"Cá Sơn đá vằn mang
Shoulderbar soldierfish

Đặc điểm:
D. XI, 16; A. IV, 14-15
Kích thước lớn nhất 17 cm. Thân hình bầu dục, dẹp bên, đầu tương đối to, mõm ngắn. Thân màu vàng, từ xương nắp mang đến nách vây ngực có 1 sọc nâu đen, phần mút tia vây lưng, vây hậu môn và vây đuôi màu đỏ. Thân phủ vảy lược to, rắn, khó rụng, vây ngực tương đối lớn, vây bụng ở ngang ngực, vây đuôi dạng chẻ.
Sinh thái: Sống ở biển, trong rạn và hồ san hô sâu đến 30 m, thức ăn chủ yếu là phiêu sinh vật.
Phân bố:
Thế giới:Thái Bình Dương: Inđônêxia, Úc, Châu Đại Dương và Đông Phi.
Việt Nam: Biển Đông, quần đảo Trường Sa"
90,Cá,E.57194,Balistidae,Sufflamen chrysopterum,"(Bloch & Schneider, 1801)",Cá Bò họng xanh,Tốc Tan,19.04.2021,08°49'32.2,113°55'18.9,,,,1,,1,"Cá Bò họng xanh
Halfmoon triggerfish

Đặc điểm:
D. III, 26-28; A23-26;
Chiều dài cơ thể tối đa là 30 cm. Cơ thể có màu nâu vàng đến nâu sẫm với một vệt màu vàng lục hoặc trắng xám ở sau mắt, vây đuôi có một vùng tam giác tiệp màu với thân, được viền trắng ở xung quang rìa. Cá con có màu nâu sẫm ở thân trên và trắng ở thân dưới, vệt móng ngựa sẫm màu ở đuôi. Cá đực có vệt dài màu xanh tím từ cằm tới bụng
Sinh thái: Chúng sống tập trung trên các rạn san hô viền bờ ở độ sâu đến 30 m, thức ăn chủ yếu là các động vật không xương sống.
Phân bố:
Thế giới: Có phân bố rộng khắp khu vực Ấn Độ Dương - Thái Bình Dương, từ vịnh Ba Tư xuống Đông Phi, trải dài về phía đông đến quần đảo Samoa, ngược lên phía bắc đến Trung Nhật Bản
Việt Nam:  vịnh Hạ Long (Quảng Ninh), cù lao Chàm (Quảng Nam), đảo Lý Sơn (Quảng Ngãi), bờ biển Ninh Thuận, cù lao Cau và một vài đảo đá ngoài khơi Bình Thuận, vịnh Nha Trang (Khánh Hòa), Côn Đảo, quần đảo Hoàng Sa và quần đảo Trường Sa,.."
91,Cá,E.57195,Labridae,Macropharyngodon negrosensis,"Herre, 1932",Cá Bàng Chài chấm vàng,Tốc Tan,19.04.2021,08°49'32.2,113°55'18.9,,,,1,,,"Cá Bàng Chài chấm vàng
Yellowspotted wrasse

Đặc điểm:
D. IX, 11; A. III, 11
Chiều dài cơ thể tối đa được ghi nhận là 12 cm, cá cái và cá con có màu đen được phủ chi chít những chấm màu vàng tươi đến màu xanh lục lam (có màu trắng khi quan sát ở dưới nước). Vây lưng màu trắng có các vạch sọc đen; vây bụng và vây hậu môn màu đen; vây đuôi trong suốt. Cá đực cũng màu đen với những chấm xanh lục lam phủ dày đặc cơ thể, nhưng đầu có các vệt sọc màu vàng tươi và tím nhạt, rìa trên và dưới của vây đuôi có màu đen; vảy có viền màu sáng nổi bật
Sinh thái: Chúng sống gần các rạn san hô trên nền đáy cát và đá vụn trong các đầm phá, vịnh và vùng biển ngoài khơi ở độ sâu đến 32 m, ăn các loài động vật không xương sống nhỏ ở nền đáy. Chúng thường hợp thành những nhóm nhỏ, bơi gần đáy hoặc bơi theo cặp.
Phân bố:
Thế giới: Phân bố tập trung ở Tây và Trung Thái Bình Dương, nhưng thưa thớt ở Đông Nam Ấn Độ Dương, các vùng biển các nước Đông Nam Á,..
Việt Nam: Ghi nhận tại vùng biển Trường Sa, Ninh Thuận,.."
92,Cá,E.57196,Labridae,Oxycheilinus celebicus,"(Bleeker, 1853)",Cá Bàng Chài celebes,Tốc Tan,19.04.2021,08°49'32.2,113°55'18.9,1,,,1,,1,"Cá Bàng Chài celebes
Celebes wrasse

Đặc điểm:
D. IX, 10; A. III, 8
Chiều dài cơ thể tối đa được ghi nhận là 24 cm, mõm dài và nhọn, có dạng hình nón; phần đầu hơi lõm cá đực và cá cái có màu nâu đỏ, lốm đốm những vệt trắng, đỏ nhạt và nâu sẫm. Đầu có những vệt sọc màu cam bao quanh mắt, các vây lấm chấm đỏ, có một dải sọc đen được ngắt thành các đốm hình vuông ở hai bên thân (sẫm nâu về phía thân sau) và dải trắng bao quanh cuống đuôi
Sinh thái: Cá Bàng chài celebes sống trên các rạn viền bờ ở độ sâu đến ít nhất là 40 m, là loài lưỡng tính tiền nữ, thức ăn của chúng chủ yếu là các loài động vật không xương sống. 
Phân bố:
Thế giới: phân bố tập trung ở Đông Ấn Độ Dương và Tây Thái Bình Dương. Từ quần đảo Mergui (Myanmar), mở rộng đến vùng biển các nước Đông Nam Á
Việt Nam: vùng biển khu vực Hoàng Sa, Trường Sa,.."
93,Cá,E.57197,Priacanthidae,Heteropriacanthus cruentatus,"(Lacepède, 1801)",Cá Trác vây đuôi chấm,Tốc Tan,19.04.2021,08°49'32.2,113°55'18.9,1,,,1,,1,"Cá Trác vây đuôi chấm
Glasseye

Đặc điểm:
D. X, 12-13; A. III, 13-14
Cá Trác vây đuôi chấm có chiều dài lớn nhất được ghi nhận là 57cm. Thân hình bầu dục , dẹt mạnh, miệng lớn, hếch, xiên với hàm dưới nhô ra, không có gai trên đầu, phía sau nắp mang không có vảy, có gờ mảnh, có gai lớn phẳng ở một góc Thường có màu hồng đến đỏ, bao gồm cả vây và mống mắt, đuôi, vây lưng và vây hậu môn có các đốm đen hình elip; vây có thể có màu bạc với các đốm màu đỏ và hồng hoặc các vạch không đều, hoặc phần vây màu vàng với các đốm màu hồng bạc
Sinh thái: Loài cá này thường sống sinh sống ở các rạn san hô nông và dành cả ngày để ẩn náu trong hang động. Chúng sống về đêm và ăn động vật phù du, tôm, ấu trùng cá, mực nhỏ và bạch tuộc.
Phân bố:
Thế giới: Loài cá này có phân bố ở các vùng biển nhiệt đới và cận nhiệt đới thuộc Ấn Độ Dương và Thái Bình Dương
Việt Nam: Vùng biển vịnh Bắc Bộ đến miền Trung Việt Nam"
94,Cá,E.57198,Serranidae,Cephalopholis spiloparaea,"(Valenciennes, 1828)",Cá Mú đỏ dâu,Tốc Tan,19.04.2021,08°49'32.2,113°55'18.9,1,,,1,1,,"Cá Mú đỏ dâu
Strawberry hind

Đặc điểm:
D. IX, 14-16; A. III, 9 - 10.
Đặc trưng bởi toàn thân có màu đỏ hồng đến đỏ cam nhạt, lốm đốm các chấm nhỏ màu đỏ sẫm đến đỏ nâu, vây đuôi có dải màu trắng hình vòng cung ngang mép đuôi. Chiều dài thân chuẩn cá gấp 2,7 - 3,2 lần chiều cao thân; vây đuôi tròn; chiều dài đầu bằng 1,9 - 2,2 chiều dài vây bụng; mắt lớn, đường kính gấp đôi khoảng gian cách mắt. Răng mịn, khía nông.
Sinh học, sinh thái: Cá Mú đỏ dâu được xem là loài phổ biến nhất ở rạn san hô, chúng sống ở các độ sâu dưới 40m. Thức ăn chủ yếu là cua và một số loài giáp xác khác.
Phân bố: 
Thế giới:Ấn Độ Dương - Thái Bình Dương: Pinda, Mozambique đến Polynesia thuộc Pháp, phía bắc đến quần đảo Ryukyu, phía nam đến đảo Heron (cuối phía nam của Great Barrier Reef).
Việt Nam: Mẫu thu được ở vùng biển các đảo: Song Tử Tây, Thuyền Chài, Tốc Tan,"
95,Cá,E.57199,Gobiidae,Valenciennea strigata,"(Broussonet, 1782)",Cá Bống đai xanh,Tốc Tan,20.04.2021,08°49'32.5,113°55'19.3,1,,,1,,1,"Cá Bống đai xanh
Blueband goby

Đặc điểm:
D. 7, 17-19; A. I, 16-19;
Chiều dài cơ thể tối đa được ghi nhận là 18 cm, cơ thể có màu xám nhạt với đầu màu vàng, một vạch cong màu xanh lam bên dưới mắt ngang qua nắp mang và một vạch mỏng màu xanh nhạt ở gốc vây ngực
Sinh thái: tìm thấy ở các rạn san hô, đầm phá, những khu vực có chất nền cát, đá vụn, cứng, ở độ sâu từ 1 đến 25 mét, hủ yếu sinh sống trong các hang đào dưới đống đổ nát, sử dụng chúng vừa là nơi làm tổ vừa là nơi ẩn náu khỏi những kẻ săn mồi,
Phân bố:
Thế giới:  Ấn Độ Dương-Thái Bình Dương: Đông Phi đến Quần đảo Tuamoto, phía bắc đến Quần đảo Ryukyu, phía nam đến Sydney, Úc, bao gồm Đảo Lord Howe.
Việt Nam: Khánh Hòa"
96,Cá,E.57200,Holocentridae,Myripristis hexagona,"(Lacepède, 1802)",Cá Sơn đá răng đôi,Tốc Tan,20.04.2021,08°49'32.5,113°55'19.3,1,,,1,1,,"Cá Sơn đá răng đôi
Doubletooth soldierfish

Đặc điểm: 
D. XI, 13-15; A. IV, 11-14
Cá Sơn đá răng đôi có kích thước lớn nhất là 17cm. Thân màu đỏ tươi, từ xương nắp mang đến nách vây ngực có một sọc nâu đen, phần tia vây lưng, vây hậu môn và vây đuôi màu đỏ. Thân hình bầu dục, dẹp bên. Đầu tương đối to. Mõm ngắn. Mắt tròn rất to, ở trên bên đầu. Lỗ mũi rộng, ở trước viễn trước mắt. Miệng rộng, khe miệng xiên. Hàm dưới hơi dài hơn hàm trên. Thân phủ vảy lược to, rắn, khó rụng. Đường bên hoàn chỉnh và rõ ràng. Vay ngực không có vảy nách. 
Sinh thái: sống trong rạn san hô ven bờ và ngoài khơi, chúng bắt gặp trong vịnh và đầm phá, đến độ sâu 3-40 m, thường ẩn nấp trong các hang hốc của rạn.
Phân bố: 
Thế giới: vùng biển Ấn Độ- Thái Bình Dương: Đông Phi đến Samoa, phía bắc lên đến quần đảo Ryukyu (Nhật Bản), phía Nam  đến rạn san hô lớn Great Barrier Reef (Úc), New Caledonia,  Palau (Micronesia).
Việt Nam: vùng rạn đá, rạn san hô ven bờ và các đảo từ Quảng Ninh đến Kiên Giang."
97,Cá,E.57201,Holocentridae,Myripristis kuntee,"Valenciennes, 1831",Cá Sơn đá vằn mang,Tốc Tan,20.04.2021,08°49'32.5,113°55'19.3,,,,1,,1,"Cá Sơn đá vằn mang
Shoulderbar soldierfish

Đặc điểm:
D. XI, 16; A. IV, 14-15
Kích thước lớn nhất 17 cm. Thân hình bầu dục, dẹp bên, đầu tương đối to, mõm ngắn. Thân màu vàng, từ xương nắp mang đến nách vây ngực có 1 sọc nâu đen, phần mút tia vây lưng, vây hậu môn và vây đuôi màu đỏ. Thân phủ vảy lược to, rắn, khó rụng, vây ngực tương đối lớn, vây bụng ở ngang ngực, vây đuôi dạng chẻ.
Sinh thái: Sống ở biển, trong rạn và hồ san hô sâu đến 30 m, thức ăn chủ yếu là phiêu sinh vật.
Phân bố:
Thế giới:Thái Bình Dương: Inđônêxia, Úc, Châu Đại Dương và Đông Phi.
Việt Nam: Biển Đông, quần đảo Trường Sa"
98,Cá,E.57202,Holocentridae,Sargocentron violaceum,"(Bleeker, 1853)",Cá Sơn đá,Tốc Tan,20.04.2021,08°49'32.5,113°55'19.3,1,,,,,,"Cá Sơn đá
Violet squirrelfish

Đặc điểm: 
D. XI, 12-15; A. IV, 9;
Chiều dài lớn nhất được ghi nhận là 45cm, với chiều dài thường gặp là 35cm. Màu cơ thể từ nâu đến đỏ tía, phần đầu có màu đỏ; phần trên của nắp mang có màu hơi đen, mỗi vảy có vạch dọc màu trắng bạc, có bốn đến năm hàng vảy xiên trên má.
Sinh thái: Là loài sống đơn độc, hiếm gặp tại các bãi rạn san hô có phạm vi độ sâu dưới 100m. Sống về đêm, thức ăn chủ yếu là cua và tôm ở tầng đáy
Phân bố:
Thế giới: vùng biển Ấn Độ- Thái Bình Dương
Việt Nam: Khu vực quần đảo Trường Sa"
99,Cá,E.57204,Labridae,Cheilinus fasciatus,"(Bloch, 1791)",Cá Bàng Chài sọc ngang,Tốc Tan,20.04.2021,08°49'32.5,113°55'19.3,,,,1,,1,"Cá Bàng Chài sọc ngang
Redbreasted wrasse

Đặc điểm: 
Loài cá Bàng Chài sọc ngang có D. IX, 10; A. III, 8, chiều dài thân chuẩn cá gấp 2,35 đến 2,6 lần chiều cao thân. Hàm dưới cá trưởng thành có 2 răng nanh lớn, khỏe. Toàn thân cá với hai màu chủ đạo: đỏ cam và đen, với 6 vạch đen trên thân và 1 vạch trên đuôi. Phần thân dưới, vây lưng, vây hậu môn và nửa sau của vây đuôi có những chấm nhỏ màu cam sẫm đến đỏ.
Sinh thái: Thường được thấy ở các rạn san hô hay nền đáy sỏi cát, ở độ sâu 4-60m. Thức ăn của cá Bàng chài sọc ngang là các loài thủy sinh không xương sống có vỏ cứng, bao gồm động vật thân mềm, động vật giáp xác và cầu gai nhờ sở hữu bộ hàm chắc khỏe
Phân bố: 
Thế giới: Ấn Độ Dương - Thái Bình Dương, biển Đỏ, Nhật Bản,..
Việt Nam: Trường Sa (Khánh Hòa), Kiên Giang, Ninh Thuận, Phú Yên"
101,Cá,E.57205,Labridae,Thalassoma quinquevittatum,"(Lay & Bennett, 1839)",Cá Bàng Chài năm sọc,Tốc Tan,20.04.2021,08°49'32.5,113°55'19.3,1,,,1,,1,"Cá Bàng Chài đầu đen
Moon wrasse

Đặc điểm:
D. 8, 13; A. III, 11;
Chiều dài cơ thể tối đa là 45 cm, Cá trưởng thành có cơ thể màu xanh lục, nhưng cá đực sẫm màu xanh lam hơn, đặc biệt là trong quá trình tán tỉnh. Mỗi bên thân có các vạch sọc đứng màu đỏ trên vảy. Đầu có các vệt màu hồng tím. Thùy đuôi có màu hồng tím viền xanh óng, phần còn lại của đuôi màu vàng tươi. Vây ngực màu lam với một vệt đốm màu tím ở giữa. Cá con có màu ô liu (nâu lục) với một đốm đen ở giữa vây lưng và một đốm tương tự giữa cuống đuôi
Sinh thái: sống gần các rạn san hô viền bờ và trong các đầm phá ở độ sâu đến 30 m, sống đơn độc hoặc hợp thành từng nhóm. Thức ăn chủ yếu là các loài thủy sinh không xương sống và trứng cá, nhưng chúng cũng có thể ăn các loài cá nhỏ hơn
Phân bố:
Thế giới: Nhật Bản, Trung Quốc, Philippin, Inđônêxia, Micrônêxia, Ôxtrâylia, Papua Niu Ghine, Đông châu Phi, Biển Đỏ.
Việt Nam: Vịnh Bắc Bộ, Cù Lao Chàm, Nha Trang, Cù Lao Cau, Côn Đảo, Phú Quốc (Kiên Giang) và quần đảo Trường Sa"
102,Cá,E.57206,Lutjanidae,Lutjanus bohar,"(Forsskål, 1775)",Cá Hồng hai chấm,Tốc Tan,20.04.2021,08°49'32.5,113°55'19.3,,,,1,1,,"Cá Hồng hai chấm
Two-spot red snapper

Đặc điểm:
D. X, 13-14; A. III, 8
Chiều dài cơ thể lớn nhất được ghi nhận là 90 cm, có màu nâu đỏ sẫm với các sọc sẫm mờ. Cá con, và đôi khi là cả cá trưởng thành có hai đốm trắng bạc trên lưng, vây ngực màu hồng với viền đen sẫm. Vào mùa sinh sản thì cá đực trở nên sẫm màu hơn, còn cá cái chuyển sang màu đỏ nhạt.
Sinh thái: Loài cá này thường sống ở các rạn san hô với độ sâu dưới 180m. Thức ăn chủ yếu của chúng là các loài cá nhỏ, giáp xác và thân mềm,..
Phân bố:
Thế giới: khu vực Ấn Độ Dương - Thái Bình Dương
Việt Nam: Ghi nhận tại Trường Sa, Côn Đảo, cù lao Cau,.."
103,Cá,E.57207,Mullidae,Parupeneus multifasciatus,"(Quoy & Gaimard, 1825)",Cá Phèn nhiều sọc,Tốc Tan,20.04.2021,08°49'32.5,113°55'19.3,1,,,1,,1,"Cá Phèn nhiều sọc
Manybar goatfish

Đặc điểm: 
D. VIII, 9; A. I, 7;
Cá phèn nhiều sọc có chiều dài có thể lên đến 35 cm, có râu dài, có màu xám nhạt đến đỏ nâu với các vạch màu đỏ sẫm đến đen và trắng xen kẽ có chiều rộng khác nhau và một vạch sẫm phía sau mắt.
Sinh thái: Sống ở vùng rạn san hô, đến độ sâu 60m. Chúng thường tập hợp thành đàn trên các dải cát, cũng như san hô chết. Thức ăn chủ yếu là cua nhỏ, tôm, tôm tít, cá, giun nhiều tơ…
Phân bố:
Thế giới:  Thái Bình Dương; từ đảo Christmas (đông Ấn Độ Dương) đến các đảo Hawaii, Line, Marquesan và Tuamoto, phía bắc đến nam Nhật Bản, phía nam đến các đảo Lord Howe và Rapa.
Việt Nam: vịnh Bắc Bộ, Trung Bộ đến vùng biển Tây Nam."
105,Cá,E.57209,Pomacentridae,Dascyllus trimaculatus,"(Rüppell, 1829)",Cá Thia đồng tiền ba chấm,Tốc Tan,20.04.2021,08°49'32.5,113°55'19.3,,,,1,,1,"Cá Thia đồng tiền ba chấm
Threespot dascyllus

Đặc điểm:
D. XII, 14-16; A. II, 14-15
Chiều dài cơ thể tối đa ở loài cá Thia này là 14cm, toàn thân màu đen tuyền với ba đốm trắng (1 đốm trên trán và 2 đốm ở 2 bên thân), ở cá thể trưởng thành đốm trắng se không thấy hoặc mờ đi. Ở một số vùng, các cá thể cá Thia có thể biến đổi như cơ thể có vệt vàng, hoặc có màu sáng hơn.
Sinh thái: Loài cá Thia đồng tiền ba chấm này thường sống trên các mỏm đá và trên các rạn san hô với độ sâu tối đa ghi nhận được đến 55, những cá thể con thường sống xung quanh hải quỳ hay cầu gai. Thức ăn của chúng thường là tảo và động vật phù du, cá đực có tập tính bảo vệ và chăm sóc trứng.
Phân bố:
Thế giới: Cá Thia đồng tiền ba chấm có phạm vi phân bố rộng khắp khu vực Ấn Độ Dương - Thái Bình Dương
Việt Nam: đảo Lý Sơn (Quảng Ngãi); cù lao Chàm (Quảng Nam); vịnh Nha Trang và vịnh Vân Phong (Khánh Hòa); Ninh Thuận; Kiên Giang; đảo Phú Quốc cũng như tại quần đảo Hoàng Sa và quần đảo Trường Sa."
107,Cá,E.57211,Pomacentridae,Pomacentrus lepidogenys,"Fowler & Bean, 1928",Cá Thia vảy,Tốc Tan,20.04.2021,08°49'32.5,113°55'19.3,,,,1,,1,"Cá Thia vảy
Scaly damsel

Đặc điểm:
D. XIII, 14-15; A. II, 14-15;
Chiều dài lớn nhất ghi nhận là 9cm, cơ thể có màu xám nhạt hoặc xanh lục nhạt, sẫm màu hơn ở lưng. Màu vàng tươi phía sau gốc vây lưng và cuống đuôi, nhạt hơn ở vây hậu môn.
Sinh thái: Loài cá này sinh sống tập trung gần những rạn san hô viền bờ hoặc trong các đầm phá ở độ sâu đến 12 m, thức ăn chủ yếu là tảo và các loài động vật phù du. Cá đực có tập tính bảo vệ và chăm sóc trứng
Phân bố:
Thế giới: Thái Lan, Nhật Bản, một số vùng biển của các nước Đông Nam Á,..
Việt Nam:Khánh Hòa–Ninh Thuận, Phú Yên, Bình Thuận, cù lao Chàm, Côn Đảo và quần đảo Trường Sa"
108,Cá,E.57212,Holocentridae,Sargocentron spiniferum,"(Forsskål, 1775)",Cá Sơn đá,Tốc Tan,29.04.2021,08°49'43.8,113°58'30.3,1,,,1,,1,"Cá Sơn đá
Sabre squirrelfish

Đặc điểm: 
D. XI, 14-16; A. IV, 9-10;
Chiều dài lớn nhất được ghi nhận là 53cm, với chiều dài thường gặp là 35cm. Cá có màu đỏ, lưng sẫm hơn bụng; vảy viền trắng bạc, có một đốm lớn đỏ thẫm ngay sau mắt, bao quanh bởi vệt sọc trắng, gốc vây ngực và gai vây lưng có màu đỏ thẫm, các vây đều có màu vàng
Sinh thái: là loài sống trong các rạn đá hoặc rạn san hô, trên nền rạn đến phá san hô và rạn hướng ra khơi, độ sâu lên đến 122 m. Con non sống ở các vùng rạn cạn ven bờ. Thức ăn là ấu trùng tôm, cua, bắt mồi vào ban đêm.
Phân bố:
Thế giới: vùng biển Ấn Độ- Thái Bình Dương: phân bố từ Biển Đỏ và Đông Châu Phi đến Hawaii và quần đảo Ducie, phía bắc lên đến nam Nhật Bản, phía nam đến Úc và trẳi dài sang dài đến các quần đảo nhóm Micronesia.
Việt Nam: vùng rạn san hô ven bờ và các đảo từ Quảng Ninh đến Kiên Giang."
109,Cá,E.57213,Labridae,Thalassoma quinquevittatum,"(Lay & Bennett, 1839)",Cá Bàng Chài năm sọc,Tốc Tan,29.04.2021,08°49'43.8,113°58'30.3,,,,1,,1,"Cá Bàng Chài năm sọc
Fivestripe wrasse

Đặc điểm:
D. 8, 13; A. III, 11;
Chiều dài cơ thể tối đa được ghi nhận là 17 cm, cơ thể có màu xanh lục với hai dải sọc ngang màu hồng tím theo chiều dài cơ thể. Đầu có các dải vệt màu xanh lục và hồng tím xen kẽ; ở cá đực, đầu sẫm màu tía hơn. Cá đực mùa sinh sản ánh màu vàng tươi ở hai bên thân. Đuôi hơi bo tròn ở cá con và lõm dần với hai thùy dài ở cá đực trưởng thành; hai thùy đuôi màu đỏ hồng. Cá con có các đốm đen dọc vây lưng
Sinh thái: sống gần các rạn san hô viền bờ và trong các đầm phá ở độ sâu đến 40 m, thức ăn chủ yếu là các loài thủy sinh không xương sống, chủ yếu là tôm cua, động vật thân mềm, nhím biển và cả những loài cá nhỏ hơn
Phân bố:
Thế giới: có phạm vi phân bố rộng rãi ở Đông Bắc Đại Tây Dương. Từ bờ biển Bồ Đào Nha, loài này được ghi nhận dọc theo bờ biển Tây Phi trải về phía nam đến Sénégal, bao gồm tất cả các hòn đảo nằm thuộc Macaronesia ở ngoài khơi,...
Việt Nam: Ghi nhận tại vùng biển Phú Yên, Khánh Hòa, ..."
